,Product_title,Brand,Processor,Processor_Brand,RAM(GB),OS,Storage,Screen_size(inch),Price,FLipkart_price,Amazon_price,Croma_price,Ratings
2599,Acer Aspire 3 A315-41 (UN.GY9SI.002) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD),Acer, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 1 TB HDD,15.6,37990,NA/OOS,NA/OOS,NA/OOS,3.7
2600,Lenovo Yoga 6 13ALC6 (82ND003PIN) Laptop (13.3 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 10 | 512 GB SSD),Lenovo, AMD Hexa Core Ryzen 5 ,AMD,16, Windows 10 , 512 GB SSD,13.3,78990,NA/OOS,78990,NA/OOS,
2601,Lenovo Thinkpad E15 (20TDS0G300) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD),Lenovo, Core i5 11th Gen ,Intel,16, Windows 10 , 512 GB SSD,15.6,77990,77990,NA/OOS,NA/OOS,4.3
2602,ASUS X200MA-KX140D Netbook (11.6 Inch | Celeron Quad Core 4th Gen | 2 GB | DOS | 500 GB HDD),ASUS, Celeron Quad Core 4th Gen ,AMD,2, DOS , 500 GB HDD,11.6,21990,NA/OOS,NA/OOS,NA/OOS,3.8
2603,HP 15-db1061au (8VY90PA) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 4 GB | Windows 10 | 1 TB HDD),HP, AMD Quad Core Ryzen 5 ,AMD,4, Windows 10 , 1 TB HDD,15.6,39852,NA/OOS,39852,NA/OOS,3.7
2604,ASUS Vivobook Max X541UJ-GO459 Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | Linux | 1 TB HDD),ASUS, Core i3 6th Gen ,Intel,4, Linux , 1 TB HDD,15.6,32639,NA/OOS,NA/OOS,NA/OOS,4
2605,Dell Inspiron 15 3501 (D56043WIN9S7) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),Dell, Core i5 11th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,61990,61990,NA/OOS,NA/OOS,4
2606,Dell Inspiron 14 5410 (D560620WIN9S) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD),Dell, Core i5 11th Gen ,Intel,16, Windows 10 , 512 GB SSD,14,81990,NA/OOS,82109,NA/OOS,4.1
2607,ASUS Vivobook X510QA-EJ201T Ultrabook (15.6 Inch | AMD Quad Core A12 | 8 GB | Windows 10 | 512 GB SSD),ASUS, AMD Quad Core A12 ,AMD,8, Windows 10 , 512 GB SSD,15.6,27990,NA/OOS,NA/OOS,NA/OOS,3.9
2608,HP Spectre x360 13-aw2003TU (2D9H7PA) Laptop (13.3 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),HP, Core i5 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,13.3,99600,NA/OOS,99600,NA/OOS,4.3
2609,Dell Inspiron 14 5409 (D560373WIN9PE) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),Dell, Core i5 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,65471,NA/OOS,NA/OOS,NA/OOS,4.2
2610,ASUS ZenBook 13 UX325EA-KG722TS Laptop (13.3 Inch | Core i7 11th Gen | 16 GB | Windows 10 | 512 GB SSD),ASUS, Core i7 11th Gen ,Intel,16, Windows 10 , 512 GB SSD,13.3,91000,NA/OOS,99990,NA/OOS,4.1
2611,ASUS ROG Zephyrus G14 GA401QH-HZ077TS Laptop (14 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 10 | 1 TB SSD),ASUS, AMD Octa Core Ryzen 7 ,AMD,8, Windows 10 , 1 TB SSD,14,86990,NA/OOS,NA/OOS,NA/OOS,
2612,HP Chromebook x360 14c-ca0004TU (1B9K4PA) Laptop (14 Inch | Core i3 10th Gen | 4 GB | Google Chrome | 64 GB SSD),HP, Core i3 10th Gen ,Intel,4, Google Chrome , 64 GB SSD,14,48900,NA/OOS,48900,NA/OOS,4.2
2613,HP Pavilion x360 14-dw1040TU (2R2H7PA) Laptop (14 Inch | Core i7 11th Gen | 8 GB | Windows 10 | 512 GB SSD),HP, Core i7 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,79000,NA/OOS,NA/OOS,NA/OOS,4.3
2614,HP Pavilion 15-eh1108AU (4X812PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 10 | 512 GB SSD),HP, AMD Hexa Core Ryzen 5 ,AMD,16, Windows 10 , 512 GB SSD,15.6,65900,65900,66700,NA/OOS,
2615,ASUS ROG Zephyrus G14 GA401IHR-HZ070TS Laptop (14 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 10 | 1 TB SSD),ASUS, AMD Octa Core Ryzen 7 ,AMD,8, Windows 10 , 1 TB SSD,14,76990,NA/OOS,NA/OOS,NA/OOS,
2616,ASUS ROG Zephyrus G14 GA401IHR-K2067TS Laptop (14 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 10 | 1 TB SSD),ASUS, AMD Octa Core Ryzen 7 ,AMD,8, Windows 10 , 1 TB SSD,14,78812,NA/OOS,NA/OOS,NA/OOS,
2617,Lenovo Legion (82JK007XIN) 5I (82JK007XIN) Laptop (15.6 Inch | Core i7 11th Gen | 16 GB | Windows 11 | 512 GB SSD),Lenovo, Core i7 11th Gen ,Intel,16, Windows 11 , 512 GB SSD,15.6,105990,NA/OOS,NA/OOS,NA/OOS,
2618,Dell Inspiron 15 5502 (D560364WIN9S) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),Dell, Core i5 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,65890,NA/OOS,NA/OOS,NA/OOS,4.3
2619,ASUS E210MA-GJ001T Laptop (11.3 Inch | Celeron Dual Core | 4 GB | Windows 10 | 128 GB SSD),ASUS, Celeron Dual Core ,AMD,4, Windows 10 , 128 GB SSD,11.3,25990,NA/OOS,NA/OOS,NA/OOS,
2620,Dell Vostro 15 3500 (D584006WIN8) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),Dell, Core i5 11th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,59990,NA/OOS,NA/OOS,NA/OOS,
2621,Dell Vostro 15 3500 (D584007WIN8) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),Dell, Core i5 11th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,64990,NA/OOS,NA/OOS,NA/OOS,
2622,Dell Inspiron 15 5518 (D560456WIN9S) Laptop (15.6 Inch | Core i7 11th Gen | 16 GB | Windows 10 | 1 TB SSD),Dell, Core i7 11th Gen ,Intel,16, Windows 10 , 1 TB SSD,15.6,91090,NA/OOS,NA/OOS,NA/OOS,
2623,Lenovo Ideapad Gaming 3 15ACH6 (82K200XNIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),Lenovo, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,15.6,73990,73990,NA/OOS,NA/OOS,4
2624,Microsoft Surface Pro 7 M1866 (VDH-00013) Laptop (12.3 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 128 GB SSD),Microsoft, Core i3 10th Gen ,Apple,4, Windows 10 , 128 GB SSD,12.3,69990,NA/OOS,NA/OOS,NA/OOS,4.2
2625,Lenovo Ideapad S145 (81W800S5IN) Laptop (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD),Lenovo, Core i3 10th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,34459,NA/OOS,NA/OOS,NA/OOS,3.7
2626,ASUS Vivobook S410UA-EB113T Laptop (14 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD 128 GB SSD),ASUS, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD 128 GB SSD,14,51990,NA/OOS,NA/OOS,NA/OOS,4.3
2627,ASUS Vivobook S410UA-EB267T Laptop (14 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD 128 GB SSD),ASUS, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD 128 GB SSD,14,64490,NA/OOS,NA/OOS,NA/OOS,4.3
2628,ASUS VivoBook 14 X409JA-EK582T Laptop (14 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD),ASUS, Core i5 10th Gen ,Intel,8, Windows 10 , 1 TB HDD,14,45808,NA/OOS,NA/OOS,NA/OOS,3.8
2629,HP 15q-by003au (2SL04PA) Laptop (15.6 Inch | AMD Dual Core A6 | 4 GB | Windows 10 | 500 GB HDD),HP, AMD Dual Core A6 ,AMD,4, Windows 10 , 500 GB HDD,15.6,26477,NA/OOS,NA/OOS,NA/OOS,3.8
2630,Dell Inspiron 15 3501 (D560493WIN9B) Laptop (15.6 Inch | Core i3 11th Gen | 4 GB | Windows 10 | 1 TB HDD 256 GB SSD),Dell, Core i3 11th Gen ,Intel,4, Windows 10 , 1 TB HDD 256 GB SSD,15.6,43990,43990,NA/OOS,NA/OOS,4.6
2631,HP ENVY 15 x360 15-cp0020nr (7PR72UA) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),HP, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,15.6,135008,NA/OOS,135008,NA/OOS,4.4
2632,LG gram 16Z90P-G.AJ53A2 Laptop (16 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 256 GB SSD),LG, Core i5 11th Gen ,Intel,8, Windows 10 , 256 GB SSD,16,49990,NA/OOS,NA/OOS,NA/OOS,
2633,Lenovo Ideapad Slim 5i (82LN00B3IN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 10 | 512 GB SSD),Lenovo, AMD Octa Core Ryzen 7 ,AMD,16, Windows 10 , 512 GB SSD,15.6,68994,NA/OOS,NA/OOS,NA/OOS,
2634,Lenovo Ideapad Slim 5i (82L300A9IN) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD),Lenovo, Core i5 11th Gen ,Intel,16, Windows 10 , 512 GB SSD,14,69990,NA/OOS,NA/OOS,NA/OOS,
2635,Lenovo Thinkpad T14 (20W0S0TC00) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD),Lenovo, Core i5 11th Gen ,Intel,16, Windows 10 , 512 GB SSD,14,147890,147890,NA/OOS,NA/OOS,
2636,ASUS VivoBook Ultra K513EP-BQ702TS Laptop (15.6 Inch | Core i7 11th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),ASUS, Core i7 11th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,78500,79990,NA/OOS,NA/OOS,5
2637,Acer Aspire VX5-591G (NH.GM2SI.004) Laptop (15.6 Inch | Core i7 7th Gen | 8 GB | Windows 10 | 1 TB HDD 128 GB SSD),Acer, Core i7 7th Gen ,Apple,8, Windows 10 , 1 TB HDD 128 GB SSD,15.6,87999,NA/OOS,NA/OOS,NA/OOS,4.5
2638,Lenovo Thinkpad E14 (20Y7S00600) Laptop (14 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 10 | 512 GB SSD),Lenovo, AMD Quad Core Ryzen 3 ,AMD,8, Windows 10 , 512 GB SSD,14,47500,NA/OOS,NA/OOS,NA/OOS,4.3
2639,HP Pavilion TouchSmart 14 x360 14-cd0055TX (4LR37PA) Laptop (14 Inch | Core i7 8th Gen | 8 GB | Windows 10 | 1 TB HDD 16 GB SSD),HP, Core i7 8th Gen ,Intel,8, Windows 10 , 1 TB HDD 16 GB SSD,14,83990,NA/OOS,NA/OOS,NA/OOS,3.9
2640,Dell Vostro 14 3491 (D552161WIN9BE) Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD),Dell, Core i3 10th Gen ,Intel,4, Windows 10 , 1 TB HDD,14,32490,NA/OOS,NA/OOS,NA/OOS,
2641,Lenovo V15 (82KBA001IH) Laptop (15.6 Inch | Core i3 11th Gen | 4 GB | Windows 10 | 256 GB SSD),Lenovo, Core i3 11th Gen ,Intel,4, Windows 10 , 256 GB SSD,15.6,33899,NA/OOS,33899,NA/OOS,
2642,Acer Predator Helios 300 PH315-54-760S (NH.QC2AA.003) Laptop (15.6 Inch | Core i7 11th Gen | 16 GB | Windows 10 | 512 GB SSD),Acer, Core i7 11th Gen ,Intel,16, Windows 10 , 512 GB SSD,15.6,156431,NA/OOS,NA/OOS,NA/OOS,
2643,Fujitsu UH-X 4ZR1D71992 Laptop (13.3 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),Fujitsu, Core i5 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,13.3,79990,NA/OOS,79990,NA/OOS,4.2
2644,Lenovo V14 (82C600L2IH) Laptop (14 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 1 TB HDD),Lenovo, AMD Dual Core Ryzen 3 ,AMD,4, Windows 10 , 1 TB HDD,14,33999,NA/OOS,33999,NA/OOS,
2645,Lenovo Ideapad Slim 3i 15IIL05 (81WE01JAIN) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 256 GB SSD),Lenovo, Core i3 10th Gen ,Intel,8, Windows 10 , 256 GB SSD,15.6,39999,NA/OOS,39999,NA/OOS,
2646,Lenovo Ideapad Slim 3i 15IML05 (81WB01BPIN) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD),Lenovo, Core i5 10th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,50900,NA/OOS,50900,NA/OOS,
2647,Lenovo Thinkpad E14 (20YES00000) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),Lenovo, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,14,84513,NA/OOS,84513,NA/OOS,
2648,ASUS VivoBook 15 S510UN-BQ256T Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),ASUS, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,54990,NA/OOS,NA/OOS,NA/OOS,3.8
2649,ASUS VivoBook 15 X509UA-EJ381T Laptop (15.6 Inch | Core i3 7th Gen | 8 GB | Windows 10 | 1 TB HDD),ASUS, Core i3 7th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,30590,NA/OOS,NA/OOS,NA/OOS,4
2650,Lenovo Ideapad 330 (81D100JCIN) Laptop (15.6 Inch | Pentium Quad Core | 4 GB | Windows 10 | 500 GB HDD),Lenovo, Pentium Quad Core ,AMD,4, Windows 10 , 500 GB HDD,15.6,21990,NA/OOS,NA/OOS,NA/OOS,3.9
2651,Lenovo Ideapad S145 (81MV00M3IN) Laptop (15.6 Inch | Pentium Gold | 4 GB | Windows 10 | 1 TB HDD),Lenovo, Pentium Gold ,AMD,4, Windows 10 , 1 TB HDD,15.6,22990,NA/OOS,NA/OOS,NA/OOS,3.8
2652,ASUS ROG Flow X13 GV301QE-K5152TS Laptop (13.4 Inch | AMD Octa Core Ryzen 9 | 32 GB | Windows 10 | 1 TB SSD),ASUS, AMD Octa Core Ryzen 9 ,AMD,32, Windows 10 , 1 TB SSD,13.4,150990,NA/OOS,NA/OOS,NA/OOS,3
2653,HP Omen 15-ek1017TX (3C6Q8PA) Laptop (15.6 Inch | Core i7 10th Gen | 16 GB | Windows 10 | 512 GB SSD),HP, Core i7 10th Gen ,Intel,16, Windows 10 , 512 GB SSD,15.6,136990,NA/OOS,NA/OOS,NA/OOS,4.4
2654,Lenovo Ideapad 330-15IGM (81D100H1IN) Laptop (15.6 Inch | Pentium Quad Core | 4 GB | Windows 10 | 1 TB HDD),Lenovo, Pentium Quad Core ,AMD,4, Windows 10 , 1 TB HDD,15.6,22490,NA/OOS,NA/OOS,NA/OOS,3.8
2655,ASUS TUF Gaming F15 FX566HCB-HN229T Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),ASUS, Core i5 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,82990,NA/OOS,82990,NA/OOS,
2656,ASUS Vivobook KM413UA-EB703TS Laptop (14 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 10 | 512 GB SSD),ASUS, AMD Octa Core Ryzen 7 ,AMD,8, Windows 10 , 512 GB SSD,14,67990,NA/OOS,NA/OOS,NA/OOS,4.4
2657,Acer Aspire 5 A515-45 (NX.A84SI.007) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),Acer, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 11 , 512 GB SSD,15.6,54990,54990,NA/OOS,NA/OOS,4.7
2658,Apple MacBook Pro MUHN2HN/A Ultrabook (13.3 Inch | Core i5 8th Gen | 8 GB | macOS Mojave | 128 GB SSD),Apple, Core i5 8th Gen ,Intel,8, macOS Mojave , 128 GB SSD,13.3,97040,NA/OOS,NA/OOS,NA/OOS,4.6
2659,ASUS E410MA-EB001T Laptop (14 Inch | Celeron Dual Core | 4 GB | Windows 10 | 256 GB SSD),ASUS, Celeron Dual Core ,AMD,4, Windows 10 , 256 GB SSD,14,24990,NA/OOS,NA/OOS,NA/OOS,
2660,ASUS E410MA-EK001T Laptop (14 Inch | Celeron Dual Core | 4 GB | Windows 10 | 256 GB SSD),ASUS, Celeron Dual Core ,AMD,4, Windows 10 , 256 GB SSD,14,24990,NA/OOS,NA/OOS,NA/OOS,
2661,HP Envy x360 13-BD0515TU (4Z516PA) Laptop (13.3 Inch | Core i7 11th Gen | 16 GB | Windows 11 | 512 GB SSD),HP, Core i7 11th Gen ,Intel,16, Windows 11 , 512 GB SSD,13.3,100190,NA/OOS,NA/OOS,NA/OOS,
2662,ASUS ROG Flow X13 GV301QE-K6153TS Laptop (13.4 Inch | AMD Octa Core Ryzen 9 | 32 GB | Windows 10 | 1 TB SSD),ASUS, AMD Octa Core Ryzen 9 ,AMD,32, Windows 10 , 1 TB SSD,13.4,142880,NA/OOS,142880,NA/OOS,
2663,Apple MacBook Pro MV992HN/A Ultrabook (13.3 Inch | Core i5 8th Gen | 8 GB | macOS Mojave | 256 GB SSD),Apple, Core i5 8th Gen ,Intel,8, macOS Mojave , 256 GB SSD,13.3,112040,NA/OOS,NA/OOS,NA/OOS,4.5
2664,Dell Inspiron 14 5410 (D560469WIN9S) Laptop (14 Inch | Core i7 11th Gen | 16 GB | Windows 10 | 512 GB SSD),Dell, Core i7 11th Gen ,Intel,16, Windows 10 , 512 GB SSD,14,85550,NA/OOS,NA/OOS,NA/OOS,4.3
2665,Lenovo Thinkpad E14 G3 (20Y7S00R00) Laptop (14 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 10 | 256 GB SSD),Lenovo, AMD Quad Core Ryzen 3 ,AMD,8, Windows 10 , 256 GB SSD,14,44990,NA/OOS,NA/OOS,NA/OOS,
2666,Lenovo V15 (82KB00JRIH) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | DOS | 512 GB SSD),Lenovo, Core i5 11th Gen ,Intel,8, DOS , 512 GB SSD,15.6,52200,NA/OOS,52200,NA/OOS,
2667,Lenovo Thinkpad E15 (20YGS00C00) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 10 | 256 GB SSD),Lenovo, AMD Quad Core Ryzen 3 ,AMD,8, Windows 10 , 256 GB SSD,15.6,58500,NA/OOS,58500,NA/OOS,4.5
2668,Lenovo Thinkpad E15 (20TDS0G000) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 1 TB SSD),Lenovo, Core i5 11th Gen ,Intel,16, Windows 10 , 1 TB SSD,15.6,79449,NA/OOS,NA/OOS,NA/OOS,4.1
2669,ASUS VivoBook Ultra 15 X513EA-BQ312TS Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD),ASUS, Core i3 11th Gen ,Intel,8, Windows 10 , 256 GB SSD,15.6,44990,NA/OOS,NA/OOS,NA/OOS,4.7
2670,ASUS ROG Strix Scar 15 G533QS-HF210TS Laptop (15.6 Inch | AMD Octa Core Ryzen 9 | 16 GB | Windows 10 | 1 TB SSD),ASUS, AMD Octa Core Ryzen 9 ,AMD,16, Windows 10 , 1 TB SSD,15.6,204490,NA/OOS,NA/OOS,NA/OOS,4.4
2671,Lenovo Ideapad Slim 3i (82H800STIN) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD),Lenovo, Core i3 11th Gen ,Intel,8, Windows 10 , 256 GB SSD,14,40000,NA/OOS,NA/OOS,NA/OOS,
2672,Lenovo Legion 5 15IMH05 (82AU00P4IN) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),Lenovo, Core i5 10th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,57990,NA/OOS,NA/OOS,NA/OOS,
2673,Lenovo Ideapad Gaming 3i 15IMH05 (81Y4018DIN) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD),Lenovo, Core i5 10th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,62599,NA/OOS,NA/OOS,NA/OOS,
2674,Lenovo Legion 5 15IMH05 (82AU00PPIN) Laptop (15.6 Inch | Core i7 10th Gen | 16 GB | Windows 10 | 512 GB SSD),Lenovo, Core i7 10th Gen ,Intel,16, Windows 10 , 512 GB SSD,15.6,84999,NA/OOS,NA/OOS,NA/OOS,
2675,ASUS TUF Dash F15 FX516PM-AZ153TS Laptop (15.6 Inch | Core i7 11th Gen | 16 GB | Windows 10 | 1 TB SSD),ASUS, Core i7 11th Gen ,Intel,16, Windows 10 , 1 TB SSD,15.6,128990,NA/OOS,128990,NA/OOS,4.3
2676,Lenovo Thinkpad E15 (20TDS0A300) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),Lenovo, Core i5 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,84000,NA/OOS,84000,NA/OOS,4.3
2677,Microsoft Surface Pro 4 (SU3-00015) Laptop (12.3 Inch | Core M3 6th Gen | 4 GB | Windows 10 | 128 GB SSD),Microsoft, Core M3 6th Gen ,AMD,4, Windows 10 , 128 GB SSD,12.3,77399,NA/OOS,NA/OOS,NA/OOS,4
2678,Dell Inspiron 15 3501 (D560398WIN9B) Laptop (15.6 Inch | Core i5 11th Gen | 4 GB | Windows 10 | 1 TB HDD 256 GB SSD),Dell, Core i5 11th Gen ,Intel,4, Windows 10 , 1 TB HDD 256 GB SSD,15.6,55790,55790,NA/OOS,NA/OOS,4.2
2679,Dell Vostro 14 3400 (D552157WIN9DE) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),Dell, Core i5 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,56500,NA/OOS,56500,NA/OOS,4.3
2680,ASUS VivoBook 15 X509MA-BR336T Laptop (15.6 Inch | Pentium Quad Core | 4 GB | Windows 10 | 1 TB HDD),ASUS, Pentium Quad Core ,AMD,4, Windows 10 , 1 TB HDD,15.6,24830,NA/OOS,NA/OOS,NA/OOS,3.9
2681,ASUS VivoBook 14 X409FA-BV331TS Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 256 GB SSD),ASUS, Core i3 10th Gen ,Intel,4, Windows 10 , 256 GB SSD,14,26990,NA/OOS,NA/OOS,NA/OOS,
2682,HP Chromebook x360 14a-ca0010nr (1F6Y2UA) Laptop (14 Inch | Celeron Dual Core | 4 GB | Google Chrome | 32 GB SSD),HP, Celeron Dual Core ,AMD,4, Google Chrome , 32 GB SSD,14,47772,NA/OOS,NA/OOS,NA/OOS,
2683,HP Pavilion 15-eh1102AU (4X7E7PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),HP, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,15.6,57700,NA/OOS,57700,57490,
2684,Lenovo Ideapad Gaming 3 15IHU6 (82K1004DIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),Lenovo, Core i5 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,62990,NA/OOS,NA/OOS,NA/OOS,
2685,Lenovo Ideapad Gaming 3 15IHU6 (82K1004FIN) Laptop (15.6 Inch | Core i7 11th Gen | 8 GB | Windows 10 | 512 GB SSD),Lenovo, Core i7 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,94990,NA/OOS,NA/OOS,NA/OOS,
2686,LG gram 17Z90P-G.AH76A2 Laptop (17 Inch | Core i7 11th Gen | 16 GB | Windows 10 | 512 GB SSD),LG, Core i7 11th Gen ,Intel,16, Windows 10 , 512 GB SSD,17,113990,NA/OOS,NA/OOS,113990,
2687,Apple MacBook Pro 14 Ultrabook (14.2 Inch | Apple M1 Pro | 16 GB | macOS Monterey | 512 GB SSD),Apple, Apple M1 Pro ,Apple,16, macOS Monterey , 512 GB SSD,14.2,182990,NA/OOS,NA/OOS,NA/OOS,
2688,Lenovo Thinkpad E15 (20TDS0AB00) Laptop (15.6 Inch | Core i3 11th Gen | 4 GB | Windows 10 | 256 GB SSD),Lenovo, Core i3 11th Gen ,Intel,4, Windows 10 , 256 GB SSD,15.6,43000,NA/OOS,45350,NA/OOS,4.2
2689,ASUS ZenBook 13 UX325EA-KG511TS Laptop (13.3 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD),ASUS, Core i5 11th Gen ,Intel,16, Windows 10 , 512 GB SSD,13.3,81990,NA/OOS,82990,NA/OOS,4.6
2690,ASUS ExpertBook B9400CEA-KC0376R Laptop (14 Inch | Core i7 11th Gen | 16 GB | Windows 10 | 512 GB SSD),ASUS, Core i7 11th Gen ,Intel,16, Windows 10 , 512 GB SSD,14,115489,NA/OOS,NA/OOS,NA/OOS,
2691,Lenovo Legion 5 15ARH05 (82B500MPIN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),Lenovo, AMD Octa Core Ryzen 7 ,AMD,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,82606,NA/OOS,87990,NA/OOS,4.5
2692,Lenovo V14 (82KA00LKIH) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 256 GB SSD),Lenovo, Core i5 11th Gen ,Intel,8, Windows 10 , 256 GB SSD,14,51990,NA/OOS,51990,NA/OOS,4.3
2693,ASUS ROG Strix G15 G512LI-HN060T Laptop (15.6 Inch | Core i7 10th Gen | 8 GB | Windows 10 | 1 TB SSD),ASUS, Core i7 10th Gen ,Intel,8, Windows 10 , 1 TB SSD,15.6,50000,NA/OOS,NA/OOS,NA/OOS,4.6
2694,ASUS Vivobook X510UN-EJ328T Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD),ASUS, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,52790,NA/OOS,NA/OOS,NA/OOS,4.1
